s0_player_x,s0_player_y,s0_coin_0_x,s0_coin_0_y,s0_coin_1_x,s0_coin_1_y,action_change_x,action_change_y,s1_player_x,s1_player_y,s1_coin_0_x,s1_coin_0_y,s1_coin_1_x,s1_coin_1_y,game_over,reward
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0,50.0,50.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,50.0,424.0,487.0,214.0,567.0,0.0,5.0,50.0,55.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,55.0,424.0,487.0,214.0,567.0,0.0,5.0,50.0,60.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,60.0,424.0,487.0,214.0,567.0,0.0,5.0,50.0,65.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,65.0,424.0,487.0,214.0,567.0,0.0,5.0,50.0,70.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,70.0,424.0,487.0,214.0,567.0,0.0,5.0,50.0,75.0,424.0,487.0,214.0,567.0,0.0,0.0
50.0,75.0,424.0,487.0,214.0,567.0,5.0,5.0,55.0,80.0,424.0,487.0,214.0,567.0,0.0,0.0
55.0,80.0,424.0,487.0,214.0,567.0,5.0,5.0,60.0,85.0,424.0,487.0,214.0,567.0,0.0,0.0
60.0,85.0,424.0,487.0,214.0,567.0,5.0,5.0,65.0,90.0,424.0,487.0,214.0,567.0,0.0,0.0
65.0,90.0,424.0,487.0,214.0,567.0,5.0,5.0,70.0,95.0,424.0,487.0,214.0,567.0,0.0,0.0
70.0,95.0,424.0,487.0,214.0,567.0,5.0,5.0,75.0,100.0,424.0,487.0,214.0,567.0,0.0,0.0
75.0,100.0,424.0,487.0,214.0,567.0,5.0,5.0,80.0,105.0,424.0,487.0,214.0,567.0,0.0,0.0
80.0,105.0,424.0,487.0,214.0,567.0,5.0,5.0,85.0,110.0,424.0,487.0,214.0,567.0,0.0,0.0
85.0,110.0,424.0,487.0,214.0,567.0,5.0,5.0,90.0,115.0,424.0,487.0,214.0,567.0,0.0,0.0
90.0,115.0,424.0,487.0,214.0,567.0,5.0,5.0,95.0,120.0,424.0,487.0,214.0,567.0,0.0,0.0
95.0,120.0,424.0,487.0,214.0,567.0,5.0,5.0,100.0,125.0,424.0,487.0,214.0,567.0,0.0,0.0
100.0,125.0,424.0,487.0,214.0,567.0,5.0,5.0,105.0,130.0,424.0,487.0,214.0,567.0,0.0,0.0
105.0,130.0,424.0,487.0,214.0,567.0,5.0,5.0,110.0,135.0,424.0,487.0,214.0,567.0,0.0,0.0
110.0,135.0,424.0,487.0,214.0,567.0,5.0,5.0,115.0,140.0,424.0,487.0,214.0,567.0,0.0,0.0
115.0,140.0,424.0,487.0,214.0,567.0,5.0,5.0,120.0,145.0,424.0,487.0,214.0,567.0,0.0,0.0
120.0,145.0,424.0,487.0,214.0,567.0,5.0,5.0,125.0,150.0,424.0,487.0,214.0,567.0,0.0,0.0
125.0,150.0,424.0,487.0,214.0,567.0,5.0,5.0,130.0,155.0,424.0,487.0,214.0,567.0,0.0,0.0
130.0,155.0,424.0,487.0,214.0,567.0,5.0,5.0,135.0,160.0,424.0,487.0,214.0,567.0,0.0,0.0
135.0,160.0,424.0,487.0,214.0,567.0,5.0,5.0,140.0,165.0,424.0,487.0,214.0,567.0,0.0,0.0
140.0,165.0,424.0,487.0,214.0,567.0,5.0,5.0,145.0,170.0,424.0,487.0,214.0,567.0,0.0,0.0
145.0,170.0,424.0,487.0,214.0,567.0,5.0,5.0,150.0,175.0,424.0,487.0,214.0,567.0,0.0,0.0
150.0,175.0,424.0,487.0,214.0,567.0,5.0,5.0,155.0,180.0,424.0,487.0,214.0,567.0,0.0,0.0
155.0,180.0,424.0,487.0,214.0,567.0,5.0,5.0,160.0,185.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,185.0,424.0,487.0,214.0,567.0,5.0,5.0,165.0,190.0,424.0,487.0,214.0,567.0,0.0,0.0
165.0,190.0,424.0,487.0,214.0,567.0,5.0,5.0,170.0,195.0,424.0,487.0,214.0,567.0,0.0,0.0
170.0,195.0,424.0,487.0,214.0,567.0,5.0,5.0,175.0,200.0,424.0,487.0,214.0,567.0,0.0,0.0
175.0,200.0,424.0,487.0,214.0,567.0,5.0,5.0,180.0,205.0,424.0,487.0,214.0,567.0,0.0,0.0
180.0,205.0,424.0,487.0,214.0,567.0,5.0,5.0,185.0,210.0,424.0,487.0,214.0,567.0,0.0,0.0
185.0,210.0,424.0,487.0,214.0,567.0,5.0,5.0,190.0,215.0,424.0,487.0,214.0,567.0,0.0,0.0
190.0,215.0,424.0,487.0,214.0,567.0,0.0,5.0,190.0,220.0,424.0,487.0,214.0,567.0,0.0,0.0
190.0,220.0,424.0,487.0,214.0,567.0,0.0,5.0,190.0,225.0,424.0,487.0,214.0,567.0,0.0,0.0
190.0,225.0,424.0,487.0,214.0,567.0,0.0,5.0,190.0,230.0,424.0,487.0,214.0,567.0,0.0,0.0
190.0,230.0,424.0,487.0,214.0,567.0,-5.0,5.0,185.0,235.0,424.0,487.0,214.0,567.0,0.0,0.0
185.0,235.0,424.0,487.0,214.0,567.0,-5.0,5.0,180.0,240.0,424.0,487.0,214.0,567.0,0.0,0.0
180.0,240.0,424.0,487.0,214.0,567.0,-5.0,5.0,175.0,245.0,424.0,487.0,214.0,567.0,0.0,0.0
175.0,245.0,424.0,487.0,214.0,567.0,-5.0,5.0,170.0,250.0,424.0,487.0,214.0,567.0,0.0,0.0
170.0,250.0,424.0,487.0,214.0,567.0,-5.0,5.0,165.0,255.0,424.0,487.0,214.0,567.0,0.0,0.0
165.0,255.0,424.0,487.0,214.0,567.0,-5.0,5.0,160.0,260.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,260.0,424.0,487.0,214.0,567.0,-5.0,5.0,155.0,265.0,424.0,487.0,214.0,567.0,0.0,0.0
155.0,265.0,424.0,487.0,214.0,567.0,-5.0,5.0,150.0,270.0,424.0,487.0,214.0,567.0,0.0,0.0
150.0,270.0,424.0,487.0,214.0,567.0,-5.0,5.0,145.0,275.0,424.0,487.0,214.0,567.0,0.0,0.0
145.0,275.0,424.0,487.0,214.0,567.0,-5.0,5.0,140.0,280.0,424.0,487.0,214.0,567.0,0.0,0.0
140.0,280.0,424.0,487.0,214.0,567.0,-5.0,5.0,135.0,285.0,424.0,487.0,214.0,567.0,0.0,0.0
135.0,285.0,424.0,487.0,214.0,567.0,-5.0,5.0,130.0,290.0,424.0,487.0,214.0,567.0,0.0,0.0
130.0,290.0,424.0,487.0,214.0,567.0,-5.0,5.0,125.0,295.0,424.0,487.0,214.0,567.0,0.0,0.0
125.0,295.0,424.0,487.0,214.0,567.0,-5.0,5.0,120.0,300.0,424.0,487.0,214.0,567.0,0.0,0.0
120.0,300.0,424.0,487.0,214.0,567.0,-5.0,5.0,115.0,305.0,424.0,487.0,214.0,567.0,0.0,0.0
115.0,305.0,424.0,487.0,214.0,567.0,-5.0,5.0,110.0,310.0,424.0,487.0,214.0,567.0,0.0,0.0
110.0,310.0,424.0,487.0,214.0,567.0,0.0,5.0,110.0,315.0,424.0,487.0,214.0,567.0,0.0,0.0
110.0,315.0,424.0,487.0,214.0,567.0,0.0,5.0,110.0,320.0,424.0,487.0,214.0,567.0,0.0,0.0
110.0,320.0,424.0,487.0,214.0,567.0,0.0,5.0,110.0,325.0,424.0,487.0,214.0,567.0,0.0,0.0
110.0,325.0,424.0,487.0,214.0,567.0,5.0,5.0,115.0,330.0,424.0,487.0,214.0,567.0,0.0,0.0
115.0,330.0,424.0,487.0,214.0,567.0,5.0,5.0,120.0,335.0,424.0,487.0,214.0,567.0,0.0,0.0
120.0,335.0,424.0,487.0,214.0,567.0,5.0,5.0,125.0,340.0,424.0,487.0,214.0,567.0,0.0,0.0
125.0,340.0,424.0,487.0,214.0,567.0,5.0,5.0,130.0,345.0,424.0,487.0,214.0,567.0,0.0,0.0
130.0,345.0,424.0,487.0,214.0,567.0,5.0,5.0,135.0,350.0,424.0,487.0,214.0,567.0,0.0,0.0
135.0,350.0,424.0,487.0,214.0,567.0,5.0,5.0,140.0,355.0,424.0,487.0,214.0,567.0,0.0,0.0
140.0,355.0,424.0,487.0,214.0,567.0,5.0,5.0,145.0,360.0,424.0,487.0,214.0,567.0,0.0,0.0
145.0,360.0,424.0,487.0,214.0,567.0,5.0,5.0,150.0,365.0,424.0,487.0,214.0,567.0,0.0,0.0
150.0,365.0,424.0,487.0,214.0,567.0,5.0,5.0,155.0,370.0,424.0,487.0,214.0,567.0,0.0,0.0
155.0,370.0,424.0,487.0,214.0,567.0,5.0,5.0,160.0,375.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,375.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,380.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,380.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,385.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,385.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,390.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,390.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,395.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,395.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,400.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,400.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,405.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,405.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,410.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,410.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,415.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,415.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,420.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,420.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,425.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,425.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,430.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,430.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,435.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,435.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,440.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,440.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,445.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,445.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,450.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,450.0,424.0,487.0,214.0,567.0,0.0,5.0,160.0,455.0,424.0,487.0,214.0,567.0,0.0,0.0
160.0,455.0,424.0,487.0,214.0,567.0,5.0,5.0,165.0,460.0,424.0,487.0,214.0,567.0,0.0,0.0
165.0,460.0,424.0,487.0,214.0,567.0,5.0,5.0,170.0,465.0,424.0,487.0,214.0,567.0,0.0,0.0
170.0,465.0,424.0,487.0,214.0,567.0,5.0,5.0,175.0,470.0,424.0,487.0,214.0,567.0,0.0,0.0
175.0,470.0,424.0,487.0,214.0,567.0,5.0,5.0,180.0,475.0,424.0,487.0,214.0,567.0,0.0,0.0
180.0,475.0,424.0,487.0,214.0,567.0,5.0,5.0,185.0,480.0,424.0,487.0,214.0,567.0,0.0,0.0
185.0,480.0,424.0,487.0,214.0,567.0,5.0,5.0,190.0,485.0,424.0,487.0,214.0,567.0,0.0,0.0
190.0,485.0,424.0,487.0,214.0,567.0,5.0,5.0,195.0,490.0,424.0,487.0,214.0,567.0,0.0,0.0
195.0,490.0,424.0,487.0,214.0,567.0,5.0,5.0,200.0,495.0,424.0,487.0,214.0,567.0,0.0,0.0
200.0,495.0,424.0,487.0,214.0,567.0,5.0,5.0,205.0,500.0,424.0,487.0,214.0,567.0,0.0,0.0
205.0,500.0,424.0,487.0,214.0,567.0,5.0,5.0,210.0,505.0,424.0,487.0,214.0,567.0,0.0,0.0
210.0,505.0,424.0,487.0,214.0,567.0,0.0,5.0,210.0,510.0,424.0,487.0,214.0,567.0,0.0,0.0
210.0,510.0,424.0,487.0,214.0,567.0,0.0,5.0,210.0,515.0,424.0,487.0,214.0,567.0,0.0,0.0
210.0,515.0,424.0,487.0,214.0,567.0,0.0,5.0,210.0,520.0,424.0,487.0,214.0,567.0,0.0,0.0
210.0,520.0,424.0,487.0,214.0,567.0,0.0,5.0,210.0,525.0,424.0,487.0,0.0,0.0,0.0,1.0
210.0,525.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,530.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,530.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,535.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,535.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,540.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,540.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,545.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,545.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,550.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,550.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,555.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,555.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,560.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,560.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,565.0,424.0,487.0,0.0,0.0,0.0,0.0
210.0,565.0,424.0,487.0,0.0,0.0,0.0,5.0,210.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
210.0,567.75,424.0,487.0,0.0,0.0,0.0,5.0,210.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
210.0,567.75,424.0,487.0,0.0,0.0,0.0,5.0,210.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
210.0,567.75,424.0,487.0,0.0,0.0,0.0,5.0,210.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
210.0,567.75,424.0,487.0,0.0,0.0,0.0,5.0,210.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
210.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,215.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
215.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,220.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
220.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,225.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
225.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,230.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
230.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,235.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
235.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,240.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
240.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,245.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
245.0,567.75,424.0,487.0,0.0,0.0,5.0,5.0,250.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
250.0,567.75,424.0,487.0,0.0,0.0,5.0,0.0,255.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
255.0,567.75,424.0,487.0,0.0,0.0,5.0,0.0,260.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
260.0,567.75,424.0,487.0,0.0,0.0,5.0,0.0,265.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
265.0,567.75,424.0,487.0,0.0,0.0,5.0,0.0,270.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
270.0,567.75,424.0,487.0,0.0,0.0,5.0,0.0,275.0,567.75,424.0,487.0,0.0,0.0,0.0,0.0
